PARAMETER ASSIGNMENT,SIGN,O-MSB,O-LSB,WORD,SUBF,SUPF,UNIT,OUT RANGE,OUT RES,ACCURACY
PT TAXI INHIBIT #1,1,1,114,2,0,TRUE,FALSE,,,
SYS PUSHBUTTON,1,1,198,4,0,SELECT,NOT SEL,,,
DSM F/O LOWER SPARE,12,12,505,4,0,SELECT,NOT SEL,,,
DSM F/O LOWER ND,11,11,505,4,0,SELECT,NOT SEL,,,
DSM F/O LOWER NORM,10,10,505,4,0,SELECT,NOT SEL,,,
DSM F/O LOWER ENG,9,9,505,4,0,SELECT,NOT SEL,,,
DSM F/O INBD PFD,8,8,505,4,0,SELECT,NOT SEL,,,
DSM F/O INBD ENG,7,7,505,4,0,SELECT,NOT SEL,,,
DSM F/O INBD MFD,6,6,505,4,0,SELECT,NOT SEL,,,
DSM F/O NORM,5,5,505,4,0,SELECT,NOT SEL,,,
DSM F/O OUTBD PFD,4,4,505,4,0,SELECT,NOT SEL,,,
COMM (RESERVED),2,2,188,3,0,SELECT,NOT SEL,,,
TAT INHIBIT FLAG #2,3,3,494,4,0,TRUE,FALSE,,,
PT TAXI INHIBIT #2,1,1,370,2,0,TRUE,FALSE,,,
ECS ISOLATION VALVE,12,12,129,0,0,OPEN,CLOSED,,,
WING ANTI-ICE SWITCH,11,11,129,0,0,ON,OFF,,,
ENG 2 COWL ANTI-ICE SW,10,10,129,0,0,ON,OFF,,,
ENG 1 COWL ANTI-ICE SW,9,9,129,0,0,ON,OFF,,,
RT ECS PACK FLOW,8,8,129,0,0,OFF/HIGH,LOW,,,
LT ECS PACK FLOW,7,7,129,0,0,OFF/HIGH,LOW,,,
RT ECS PACK ON,6,6,129,0,0,ON,OFF,,,
LT ECS PACK ON,5,5,129,0,0,ON,OFF,,,
ENGINE 1 BLEED SWITCH,4,4,129,0,0,ON,OFF,,,
ENGINE 2 BLEED SWITCH,3,3,129,0,0,ON,OFF,,,
MDA HIGH ALTITUDE OPTION - F/O,2,2,57,1,0,SELECTED,NOT SELECTED,,,
MDA HIGH ALTITUDE OPTION - CAPT,1,1,57,1,0,SELECTED,NOT SELECTED,,,
FPV SELECTED F/O,5,5,492,4,0,SELECT,NOT SEL,,,
METERS SELECTED F/O,4,4,492,4,0,SELECT,NOT SEL,,,
HPA SELECTED F/O,3,3,492,4,0,SELECT,NOT SEL,,,
HG SELECTED F/O,2,2,492,4,0,SELECT,NOT SEL,,,
WXR SELECTED F/O,1,1,492,4,0,SELECT,NOT SEL,,,
FPV SELECTED CAPT,11,11,492,4,0,SELECT,NOT SEL,,,
METERS SELECTED CAPT,10,10,492,4,0,SELECT,NOT SEL,,,
HPA SELECTED CAPT,9,9,492,4,0,SELECT,NOT SEL,,,
HG SELECTED CAPT,8,8,492,4,0,SELECT,NOT SEL,,,
WXR SELECTED CAPT,7,7,492,4,0,SELECT,NOT SEL,,,
LOB DISPLAY UNIT DRIVEN,12,12,257,1,0,ONSIDE,OFFSIDE,,,
LIB DISPLAY UNIT DRIVEN,11,11,257,1,0,ONSIDE,OFFSIDE,,,
CU DISPLAY UNIT DRIVEN,10,10,257,1,0,ONSIDE,OFFSIDE,,,
CL DISPLAY UNIT DRIVEN,9,9,257,1,0,ONSIDE,OFFSIDE,,,
RIB DISPLAY UNIT DRIVEN,8,8,257,1,0,ONSIDE,OFFSIDE,,,
ROB DISPLAY UNIT DRIVEN,7,7,257,1,0,ONSIDE,OFFSIDE,,,
CDS MAINT MSG DEU-2,1,1,506,0,0,TRUE,FALSE,,,
CDS FAULT MSG DEU-2,1,1,464,0,0,TRUE,FALSE,,,
SPI,5,5,94,0,0,IDENT ON,IDENT OFF,,,
SPI,5,5,350,0,0,IDENT ON,IDENT OFF,,,
ALTITUDE REPORTING,3,3,92,0,0,OFF,ON,,,
ALTITUDE REPORTING,3,3,348,0,0,OFF,ON,,,
TCAS SYSTEM STATUS,1,1,92,0,0,FAILURE,NORMAL,,,
TCAS SYSTEM STATUS,1,1,348,0,0,FAILURE,NORMAL,,,
TCAS COMPUTER UNIT,2,2,92,0,0,FAILURE,OK,,,
TCAS COMPUTER UNIT,2,2,348,0,0,FAILURE,OK,,,
STICK SHAKER - RT,1,1,71,0,0,ACTIVATED,NOT ACTIVATE,,,
STICK SHAKER - RT,1,1,199,0,0,ACTIVATED,NOT ACTIVATE,,,
STICK SHAKER - RT,1,1,327,0,0,ACTIVATED,NOT ACTIVATE,,,
STICK SHAKER - RT,1,1,455,0,0,ACTIVATED,NOT ACTIVATE,,,
YAW DAMPER ENGAGE,1,1,36,0,0,ENGAGE,NOT ENGAGE,,,
YAW DAMPER ENGAGE,1,1,164,0,0,ENGAGE,NOT ENGAGE,,,
YAW DAMPER ENGAGE,1,1,292,0,0,ENGAGE,NOT ENGAGE,,,
YAW DAMPER ENGAGE,1,1,420,0,0,ENGAGE,NOT ENGAGE,,,
SOLENOID ENGAGE SMYDC-2,1,1,492,3,0,ENGAGE,NOT ENGAGE,,,
AIR/GND DISCRETE- SMYDC,12,12,456,1,8,ON GND,IN AIR,,,
NOSE AIR/GND DISCRETE- SMYDC,11,11,456,1,8,ON GND,IN AIR,,,
MAIN GEAR DOWN - SMYDC,10,10,456,1,8,DOWN,NOT DOWN,,,
CHANNEL FAULT - SMYDC,9,9,456,1,8,YAW DAMP CHNL FAULT,NO FAULT,,,
AUTO SLAT CMD - RT,7,7,453,0,0,COMMAND,NOT COMMAND,,,
AUTO SLAT VALID - RT,9,9,453,0,0,VALID,NOT VALID,,,
AUTOSLAT CMD,6,6,453,0,0,TRUE,FALSE,,,
RX LBL 206 ACTIVITY INV,1,1,242,3,0,INVALID,VALID,,,
RX LBL 206 PARITY INV,1,1,242,4,0,INVALID,VALID,,,
RX LBL 206 SSM INV,1,1,498,3,0,INVALID,VALID,,,
AIR GND ON GND,3,3,317,4,0,GROUND,AIR,,,
ALTERNATE ARM,1,1,444,0,0,ALTERNATE,PRIMARY,,,
TE BYPASS VALVE POSN,1,1,446,0,0,BYPASS,NORMAL,,,
ASYMMETRY ENABLE,5,5,453,0,0,ENABLED,DISABLED,,,
FSEU FAULT,1,1,494,0,0,TRUE,FALSE,,,
LT EXC INVALID,1,1,242,1,0,INVALID,VALID,,,
RT EXC INVALID,1,1,498,1,0,INVALID,VALID,,,
ECS - FSEU -TE FLAPS GT/UP,1,1,498,4,0,TE FLAPS GT,TE FLAPS UP,,,
RUD PRESS LIMIT,1,1,228,0,0,LIMIT,NORMAL,,,
RUD PRESS LIMIT,1,1,484,0,0,LIMIT,NORMAL,,,
TAKEOFF WARNING,3,3,381,2,0,WARNING,NORMAL,,,
TE FLAP LOAD RELIEF,2,2,444,0,0,LOAD RELIEF,NORMAL,,,
LE CRUISE DEP,2,2,449,0,0,TRUE,FALSE,,,
LE UCM SHUTOFF,1,1,449,0,0,TRUE,FALSE,,,
TE FLAPS BYPASS RELAY,1,1,445,0,0,BYPASS,NORMAL,,,
TE FLAP SKEW 1 TO 8,4,4,453,0,0,SKEW,NORMAL,,,
TE FLAP SKEW 2 TO 7,3,3,453,0,0,SKEW,NORMAL,,,
TE FLAP SKEW 3 TO 6,2,2,453,0,0,SKEW,NORMAL,,,
TE FLAP SKEW 4 TO 5,1,1,453,0,0,SKEW,NORMAL,,,
SPLIT LT NEEDLE,3,3,456,4,0,TRUE,FALSE,,,
SPLIT RT NEEDLE,2,2,456,4,0,TRUE,FALSE,,,
SPLIT NEEDLE CW,1,1,456,4,0,TRUE,FALSE,,,
LE SLAT 1 EXTEND,12,12,447,0,0,TRUE,FALSE,,,
LE SLAT 1 FULL EXTEND,11,11,447,0,0,TRUE,FALSE,,,
LE SLAT 1 INTRANSIT,10,10,447,0,0,TRUE,FALSE,,,
LE SLAT 2 EXTEND,9,9,447,0,0,TRUE,FALSE,,,
LE SLAT 2 FULL EXTEND,8,8,447,0,0,TRUE,FALSE,,,
LE SLAT 2 INTRANSIT,7,7,447,0,0,TRUE,FALSE,,,
LE SLAT 3 EXTEND,6,6,447,0,0,TRUE,FALSE,,,
LE SLAT 3 FULL EXTEND,5,5,447,0,0,TRUE,FALSE,,,
LE SLAT 3 INTRANSIT,4,4,447,0,0,TRUE,FALSE,,,
LE SLAT 4 EXTEND,3,3,447,0,0,TRUE,FALSE,,,
LE SLAT 4 FULL EXTEND,2,2,447,0,0,TRUE,FALSE,,,
LE SLAT 4 INTRANSIT,1,1,447,0,0,TRUE,FALSE,,,
LE FLAP 1 EXTEND,12,12,449,0,0,TRUE,FALSE,,,
LE FLAP 1 INTRANSIT,11,11,449,0,0,TRUE,FALSE,,,
LE FLAP 2 EXTEND,10,10,449,0,0,TRUE,FALSE,,,
LE FLAP 2 INTRANSIT,9,9,449,0,0,TRUE,FALSE,,,
LE SLAT 5 EXTEND,12,12,448,0,0,TRUE,FALSE,,,
LE SLAT 5 FULL EXTEND,11,11,448,0,0,TRUE,FALSE,,,
LE SLAT 5 INTRANSIT,10,10,448,0,0,TRUE,FALSE,,,
LE SLAT 6 EXTEND,9,9,448,0,0,TRUE,FALSE,,,
LE SLAT 6 FULL EXTEND,8,8,448,0,0,TRUE,FALSE,,,
LE SLAT 6 INTRANSIT,7,7,448,0,0,TRUE,FALSE,,,
LE SLAT 7 EXTEND,6,6,448,0,0,TRUE,FALSE,,,
LE SLAT 7 FULL EXTEND,5,5,448,0,0,TRUE,FALSE,,,
LE SLAT 7 INTRANSIT,4,4,448,0,0,TRUE,FALSE,,,
LE SLAT 8 EXTEND,3,3,448,0,0,TRUE,FALSE,,,
LE SLAT 8 FULL EXTEND,2,2,448,0,0,TRUE,FALSE,,,
LE SLAT 8 INTRANSIT,1,1,448,0,0,TRUE,FALSE,,,
LE FLAP 3 EXTEND,8,8,449,0,0,TRUE,FALSE,,,
LE FLAP 3 INTRANSIT,7,7,449,0,0,TRUE,FALSE,,,
LE FLAP 4 EXTEND,6,6,449,0,0,TRUE,FALSE,,,
LE FLAP 4 INTRANSIT,5,5,449,0,0,TRUE,FALSE,,,
LE MASTER EXTEND,4,4,449,0,0,TRUE,FALSE,,,
LE MASTER INTRANSIT,3,3,449,0,0,TRUE,FALSE,,,
LE UCM (UNCOMMANDED MOTION),1,1,451,0,0,WARNING,NORMAL,,,
LRRA L RECEIVE ANTENNA,1,1,122,0,0,FAILURE,OK,,,
LRRA L TRANSMIT ANTENNA,2,2,43,0,0,FAILURE,OK,,,
LRRA LT FAILURE,1,1,43,0,0,FAILURE,OK,,,
LRRA R RECEIVE ANTENNA,1,1,378,0,0,FAILURE,OK,,,
LRRA R TRANSMIT ANTENNA,2,2,299,0,0,FAILURE,OK,,,
LRRA RT FAILURE,1,1,299,0,0,FAILURE,OK,,,
FCC FORCE XDCR SCALING - CW,2,2,58,1,0,208 LBS FS,NOT 208 LBS FS,,,
FCC FORCE XDCR SCALING - CC (FOREIGN),1,1,114,1,0,208 LBS FS,NOT 208 LBS FS,,,
FCC FORCE XDCR SCALING - CC (LOCAL),1,1,116,1,0,208 LBS FS,NOT 208 LBS FS,,,
RUD LANE CMD MISTRK L,1,1,113,0,0,FAULT,NO FAULT,,,
RUD AMP MONITOR L,2,2,251,0,0,AMP FAILED,AMP OKAY,,,
LOCAL RUD ENGAGE L,1,1,103,0,0,ENGAGED,DISENGAGED,,,
ENGAGE INTERFACE FAULT L,1,1,65,0,0,FAULT,NO FAULT,,,
RUD POS FAULT,2,2,228,0,0,FAULT,NO FAULT,,,
RUD POS FAULT,2,2,484,0,0,FAULT,NO FAULT,,,
FCC IN CMD OF MACH TRIM - L,2,2,117,0,0,NOT SELECTED,SELECTED,,,
MACH TRIM SERVO BRK STAT,2,2,496,1,0,BRAKE OFF,BRAKE ON,,,
RUD LANE CMD MISTRK R,1,1,369,0,0,FAULT,NO FAULT,,,
RUD AMP MONITOR R,2,2,507,0,0,AMP FAILED,AMP OKAY,,,
LOCAL RUD ENGAGE R,1,1,359,0,0,ENGAGED,DISENGAGED,,,
ENGAGE INTERFACE FAULT R,1,1,321,0,0,FAULT,NO FAULT,,,
FCC IN CMD OF MACH TRIM - R,1,1,117,0,0,NOT SELECTED,SELECTED,,,
MACH TRIM SERVO BRK STAT,1,1,496,1,0,BRAKE OFF,BRAKE ON,,,
DME L ANTENNA FAILURE,2,2,171,0,0,FAILURE,OK,,,
DME LT FAILURE,2,2,427,0,0,FAILURE,OK,,,
AD/IR FAULT,1,1,56,0,0,NO ADC DATA,NORMAL,,,
EXCESS MOTION ERROR,1,1,51,0,0,EXCESSIVE V,NORMAL,,,
NO IR INITIALIZATION,1,1,409,0,0,REQ LAT/LON,NORMAL,,,
ALIGN FAULT,2,2,250,0,0,FAIL ALIGN,NORMAL,,,
DC FAIL/ON DC,2,2,307,0,0,DC FAIL,NORMAL,,,
IR FAULT,1,1,49,0,0,NON CRIT FL,NORMAL,,,
ADC FAULT,1,1,44,0,0,INVALID ADC,NORMAL,,,
ON DC,2,2,409,0,0,ON DC PWR,ON AC PWR,,,
DC FAIL,2,2,51,0,0,NO DC PWR,NORMAL,,,
ATTITUDE INVALID,3,3,363,0,0,IR FAULT,NORMAL,,,
SET HEADING,2,2,345,0,0,REQST HEAD,NORMAL,,,
NAV MODE,1,1,345,0,0,NAV MODE,NORMAL,,,
REV ATTITUDE MODE,2,2,69,2,0,REV MODE,NORMAL,,,
ALIGN MODE/NOT READY,2,2,506,0,0,ALIGN MODE,NORMAL,,,
AUTONAV REALIGN,3,3,284,0,0,CORR APPLY,NO CORR APP,,,
IR A/C IDENT CODE INVALID,1,1,317,1,0,FAIL,PASS,,,
GPIRU/IRU SELECT (RESERVED),4,4,284,0,0,GPS ACTIVE,GPS INACTIVE,,,
APU LOW OIL QTY,1,1,317,3,0,TRUE,FALSE,,,
BLEED VALVE OPEN,2,2,154,0,0,OPEN,NOT OPEN,,,
APU ANY FAULT DETECTED,1,1,318,0,0,FAULT,NORMAL,,,
APU ON,1,1,50,0,0,ON,OFF,,,
BLEED AIR SWITCH,1,1,307,0,0,ON,OFF,,,
READY TO LOAD,1,1,306,0,0,RTL,NOT RTL,,,
GLIDESLOPE DEV-HUD,2,2,317,4,0,EXCEED,NOT EXCEED,,,
LOCALIZER DEV-HUD,1,1,317,4,0,EXCEED,NOT EXCEED,,,
CROSSTRACK RATE<9FT/SEC,12,12,189,2,0,EXCEED,NOT EXCEED,,,
VERTICAL DEV-HUD,11,11,189,2,0,EXCEED,NOT EXCEED,,,
ABSOLUTE AIRSPEED ERROR,10,10,189,2,0,EXCEED,NOT EXCEED,,,
AVERAGE AIRSPEED ERROR,9,9,189,2,0,EXCEED,NOT EXCEED,,,
CROSSTRACK RATE-LAT POS>0,8,8,189,2,0,EXCEED,NOT EXCEED,,,
CROSSTRACK RATE-LAT POS<0,7,7,189,2,0,EXCEED,NOT EXCEED,,,
CROSSTRACK RATE<8FT/SEC,6,6,189,2,0,EXCEED,NOT EXCEED,,,
LAT POS<35FT,5,5,189,2,0,EXCEED,NOT EXCEED,,,
LAT POS>35FT,4,4,189,2,0,EXCEED,NOT EXCEED,,,
LAT POS<45/40FT,3,3,189,2,0,EXCEED,NOT EXCEED,,,
LONG POS<2250FT,2,2,189,2,0,EXCEED,NOT EXCEED,,,
VERTICAL SPEED DEV-HUD,2,2,249,2,0,EXCEED,NOT EXCEED,,,
FLARE CMND NOT INITATED,1,1,189,4,0,SET,NOT SET,,,
GUIDANCE CUE/FLT PATH DEV,1,1,189,2,0,EXCEED,NOT EXCEED,,,
VERTICAL SPEED>-12FT/SEC,2,2,249,4,0,EXCEED,NOT EXCEED,,,
ABS ROLL<6DEG,1,1,189,1,0,EXCEED,NOT EXCEED,,,
HUD IN USE COMBINER POSN,1,1,54,0,0,HUD IN USE,STOWED,,,
PRIMARY MODE,6,6,496,2,0,ACTIVE,NOT ACTIVE,,,
HUD INST METEORO COND,1,1,188,1,0,ACTIVE,NOT ACTIVE,,,
HUD VISUAL METEORO COND,1,1,188,3,0,ACTIVE,NOT ACTIVE,,,
HUD AIII CAPABILITY,1,1,118,4,0,CAPABLE,NOT CAPABLE,,,
HUD AIII MODE,1,1,119,4,0,ACTIVE,NOT ACTIVE,,,
CLR (CLEAR) SUBMODE,2,2,189,1,0,ACTIVE,NOT ACTIVE,,,
HUD APPROACH WARNING,2,2,188,1,0,SET,NOT SET,,,
LOW-VISIBILITY TAKEOFF,3,3,381,4,0,SET,NOT SET,,,
TOUCHDOWN,2,2,189,4,0,SET,NOT SET,,,
ROLLOUT ARMED (RESERVED),2,2,94,2,0,SET,NOT SET,,,
ROLLOUT ENGAGED (RESERVED),1,1,94,2,0,SET,NOT SET,,,
ROLLOUT CAUTION (RESERVED),1,1,350,1,0,SET,NOT SET,,,
HUD HGS BIT FAULT,3,3,107,0,0,SET,NOT SET,,,
AUTOPILOT ENGAGED - HUD,5,5,496,2,0,SET,NOT SET,,,
AT ENGAGED - HUD,4,4,496,2,0,SET,NOT SET,,,
FLARE CMD ACTIVE - HUD,3,3,496,2,0,SET,NOT SET,,,
SPARE - HUD 065 BIT 12,2,2,496,2,0,SET,NOT SET,,,
SPARE - HUD 065 BIT 11,1,1,496,2,0,SET,NOT SET,,,
EVENT MARKER (RESV),1,1,368,0,0,NO EVENT,EVENT,,,
A/P WARN CAPT,12,12,222,0,0,NO WARN,WARN,,,
A/P WARN CAPT,12,12,478,0,0,NO WARN,WARN,,,
VHF LT KEYING,1,1,18,0,0,NOT KEYED,KEYED,,,
VHF LT KEYING,1,1,82,0,0,NOT KEYED,KEYED,,,
VHF LT KEYING,1,1,146,0,0,NOT KEYED,KEYED,,,
VHF LT KEYING,1,1,210,0,0,NOT KEYED,KEYED,,,
VHF LT KEYING,1,1,274,0,0,NOT KEYED,KEYED,,,
VHF LT KEYING,1,1,338,0,0,NOT KEYED,KEYED,,,
VHF LT KEYING,1,1,402,0,0,NOT KEYED,KEYED,,,
VHF LT KEYING,1,1,466,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,18,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,82,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,146,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,210,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,274,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,338,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,402,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,466,0,0,NOT KEYED,KEYED,,,
VHF CENTER KEYING,1,1,16,0,0,NOT KEYED,KEYED,,,
VHF CENTER KEYING,1,1,144,0,0,NOT KEYED,KEYED,,,
VHF CENTER KEYING,1,1,272,0,0,NOT KEYED,KEYED,,,
VHF CENTER KEYING,1,1,400,0,0,NOT KEYED,KEYED,,,
MASTER CAUTION,1,1,231,0,0,NO WARN,WARN,,,
MASTER CAUTION,1,1,487,0,0,NO WARN,WARN,,,
HF-LT KEYING,1,1,19,0,0,NOT KEYED,KEYED,,,
HF-LT KEYING,1,1,83,0,0,NOT KEYED,KEYED,,,
HF-LT KEYING,1,1,147,0,0,NOT KEYED,KEYED,,,
HF-LT KEYING,1,1,211,0,0,NOT KEYED,KEYED,,,
HF-LT KEYING,1,1,275,0,0,NOT KEYED,KEYED,,,
HF-LT KEYING,1,1,339,0,0,NOT KEYED,KEYED,,,
HF-LT KEYING,1,1,403,0,0,NOT KEYED,KEYED,,,
HF-LT KEYING,1,1,467,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,19,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,83,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,147,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,211,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,275,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,339,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,403,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,467,0,0,NOT KEYED,KEYED,,,
RT GEAR DOWN,1,1,77,0,0,UP,DN,,,
RT GEAR DOWN,1,1,333,0,0,UP,DN,,,
IRS SELECT SW - CAPT,2,2,178,0,0,R IRU,L IRU,,,
LT MAIN GEAR AIR/GND,2,2,5,0,0,GROUND,AIR,,,
LT MAIN GEAR AIR/GND,2,2,133,0,0,GROUND,AIR,,,
LT MAIN GEAR AIR/GND,2,2,261,0,0,GROUND,AIR,,,
LT MAIN GEAR AIR/GND,2,2,389,0,0,GROUND,AIR,,,
RT MAIN GEAR AIR/GND,1,1,5,0,0,GROUND,AIR,,,
RT MAIN GEAR AIR/GND,1,1,133,0,0,GROUND,AIR,,,
RT MAIN GEAR AIR/GND,1,1,261,0,0,GROUND,AIR,,,
RT MAIN GEAR AIR/GND,1,1,389,0,0,GROUND,AIR,,,
AUTO BRAKE APPLIED,1,1,86,0,0,AUTO BRK,NO AUTO BRK,,,
AUTO BRAKE APPLIED,1,1,214,0,0,AUTO BRK,NO AUTO BRK,,,
AUTO BRAKE APPLIED,1,1,342,0,0,AUTO BRK,NO AUTO BRK,,,
AUTO BRAKE APPLIED,1,1,470,0,0,AUTO BRK,NO AUTO BRK,,,
GROUND SPOILER/SPD BRK,1,1,25,0,0,NOT UP,PANELS UP,,,
GROUND SPOILER/SPD BRK,1,1,281,0,0,NOT UP,PANELS UP,,,
FLT CONT A HYD LOW PRESS,1,1,180,0,0,LOW PRESS,NORMAL,,,
FLT CONT A HYD LOW PRESS,1,1,436,0,0,LOW PRESS,NORMAL,,,
FLT CONT B HYD LOW PRESS,2,2,180,0,0,LOW PRESS,NORMAL,,,
FLT CONT B HYD LOW PRESS,2,2,436,0,0,LOW PRESS,NORMAL,,,
LT GEAR DOWN,2,2,77,0,0,UP,DN,,,
LT GEAR DOWN,2,2,333,0,0,UP,DN,,,
NOSE GEAR DOWN,1,1,76,0,0,UP,DN,,,
NOSE GEAR DOWN,1,1,332,0,0,UP,DN,,,
TRIM UP MANUAL,2,2,137,0,0,TRIM,NO TRIM,,,
TRIM UP MANUAL,2,2,393,0,0,TRIM,NO TRIM,,,
28 VDC STDBY BUS SECT 2,1,1,406,0,0,ON,OFF,,,
28 VDC BAT BUS SECT 2,2,2,406,0,0,ON,OFF,,,
28 VDC BUS 2 SECT 3,1,1,89,0,0,ON,OFF,,,
28 VDC BUS 1 SECT 2,2,2,89,0,0,ON,OFF,,,
28 VDC HOT BAT BUS,1,1,90,0,0,ON,OFF,,,
TRIM DOWN - A/P,1,1,39,0,0,TRIM,NO TRIM,,,
TRIM DOWN - A/P,1,1,295,0,0,TRIM,NO TRIM,,,
28 VDC SW HOT BAT BUS S 1,2,2,90,0,0,ON,OFF,,,
WHEEL WELL FIRE,5,5,222,0,0,FIRE,NO FIRE,,,
WHEEL WELL FIRE,5,5,478,0,0,FIRE,NO FIRE,,,
MAIN DECK CARGO SMOKE,1,1,282,0,0,NO SMOKE,SMOKE,,,
APU FIRE,6,6,222,0,0,FIRE,NO FIRE,,,
APU FIRE,6,6,478,0,0,FIRE,NO FIRE,,,
TRIM UP - A/P,1,1,167,0,0,TRIM,NO TRIM,,,
TRIM UP - A/P,1,1,423,0,0,TRIM,NO TRIM,,,
TRIM DOWN MANUAL,1,1,137,0,0,TRIM,NO TRIM,,,
TRIM DOWN MANUAL,1,1,393,0,0,TRIM,NO TRIM,,,
ENGINE 1 CUTOFF,1,1,301,0,0,CUTOFF,RUN,,,
ENGINE 2 CUTOFF,2,2,301,0,0,CUTOFF,RUN,,,
AIR/GROUND,2,2,7,0,0,AIR,GROUND,,,
AIR/GROUND,2,2,135,0,0,AIR,GROUND,,,
AIR/GROUND,2,2,263,0,0,AIR,GROUND,,,
AIR/GROUND,2,2,391,0,0,AIR,GROUND,,,
HYD SYS A ENG - 1,1,1,190,0,0,NORMAL,LO PRESS,,,
HYD SYS B ENG - 2,1,1,191,0,0,NORMAL,LO PRESS,,,
HYD SYS A ELEC,2,2,190,0,0,NORMAL,LO PRESS,,,
HYD SYS B ELEC,2,2,191,0,0,NORMAL,LO PRESS,,,
HYD SYS STBY,1,1,192,0,0,NORMAL,LO PRESS,,,
RT GEAR RED WARN,3,3,222,0,0,NO WARN,WARN,,,
RT GEAR RED WARN,3,3,478,0,0,NO WARN,WARN,,,
NOSE GEAR RED WARN,2,2,222,0,0,NO WARN,WARN,,,
NOSE GEAR RED WARN,2,2,478,0,0,NO WARN,WARN,,,
AUTO SPD BRAKE EXTEND CMD,1,1,205,0,0,EXT,NOT EXT,,,
SPEED BRAKE ARMED LIGHT,2,2,205,0,0,LIGHT NOT ON,LIGHT ON,,,
SPD BRK DO NOT ARM LIGHT,1,1,204,0,0,LIGHT NOT ON,LIGHT ON,,,
STBY RUD VALVE POS,2,2,99,0,0,OPEN,CL,,,
STBY RUD VALVE POS,2,2,227,0,0,OPEN,CL,,,
STBY RUD VALVE POS,2,2,355,0,0,OPEN,CL,,,
STBY RUD VALVE POS,2,2,483,0,0,OPEN,CL,,,
ROLL TRIM CMD R WING DOWN,1,1,22,0,0,TRIM,NO TRIM,,,
ROLL TRIM CMD R WING DOWN,1,1,278,0,0,TRIM,NO TRIM,,,
ROLL TRIM CMD L WING DOWN,2,2,22,0,0,TRIM,NO TRIM,,,
ROLL TRIM CMD L WING DOWN,2,2,278,0,0,TRIM,NO TRIM,,,
YAW TRIM CMD LT,2,2,100,0,0,NO TRIM (SWITCH-9 +),TRIM (SWITCH-9 +),,,
YAW TRIM CMD LT,2,2,356,0,0,NO TRIM (SWITCH-9 +),TRIM (SWITCH-9 +),,,
YAW TRIM CMD RT,1,1,100,0,0,NO TRIM (SWITCH-9 +),TRIM (SWITCH-9 +),,,
YAW TRIM CMD RT,1,1,356,0,0,NO TRIM (SWITCH-9 +),TRIM (SWITCH-9 +),,,
115 VAC STDBY BUS SECT 2,1,1,236,0,0,ON,OFF,,,
115 VAC XFR BUS 2,1,1,108,0,0,ON,OFF,,,
SMOKE AFT CARGO,1,1,156,0,0,NOT SMOKE,SMOKE,,,
SMOKE FWD CARGO,1,1,412,0,0,NOT SMOKE,SMOKE,,,
MAIN/ALT BRAKE SELECT,2,2,122,0,0,MAIN,ALTN,,,
MAIN/ALT BRAKE SELECT,2,2,378,0,0,MAIN,ALTN,,,
SAT COMM #1 KEYING,1,1,20,0,0,NOT KEYED,KEYED,,,
SAT COMM #1 KEYING,1,1,84,0,0,NOT KEYED,KEYED,,,
SAT COMM #1 KEYING,1,1,148,0,0,NOT KEYED,KEYED,,,
SAT COMM #1 KEYING,1,1,212,0,0,NOT KEYED,KEYED,,,
SAT COMM #1 KEYING,1,1,276,0,0,NOT KEYED,KEYED,,,
SAT COMM #1 KEYING,1,1,340,0,0,NOT KEYED,KEYED,,,
SAT COMM #1 KEYING,1,1,404,0,0,NOT KEYED,KEYED,,,
SAT COMM #1 KEYING,1,1,468,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,20,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,84,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,148,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,212,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,276,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,340,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,404,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,468,0,0,NOT KEYED,KEYED,,,
A/T WARN F/O,9,9,222,0,0,NO WARN,WARN,,,
A/T WARN F/O,9,9,478,0,0,NO WARN,WARN,,,
